VO 1 ,VO 2,VO 3,VO 4,VO 5,VO 6,VO 7,VO 8,VO 9,VO 10,VO 11,VO 12,VO 13,VO 14,VO 15,VO 16,VO 17,VO 18,VO 19,VO 20,VO 21,VO 22,VO 23,VO 24,VO 25,VO 26,VO 27,VO 28,VO 29,VO 30,VO 31,VO 32,VO 33,VO 34,VO 35,VO 36,VO 37,VO 38,VO 39,VO 40,VO 41,VO 42,VO 43,VO 44,VO 45,VO 46,VO 47,VO 48,VO 49,VO 50,VO 51,VO 52,VO 53,VO 54,VO 55,VO 56,VO 57,VO 58,VO 59,VO 60,VO 61,VO 62,VO 63,VO 64,VO 65,VO 66,VO 67,VO 68,VO 69,VO 70,VO 71,VO 72,VO 73,VO 74,VO 75,VO 76,VO 77,VO 78,VO 79,VO 80,VO 81,VO 82,VO 83,VO 84,VO 85,VO 86,VO 87,VO 88,VO 89,VO 90,VO 91,VO 92,VO 93,VO 94,VO 95,VO 96,VO 97,VO 98,VO 99,VO 100,VO 101,VO 102,VO 103,VO 104,VO 105,VO 106,VO 107,VO 108,VO 109,VO 110,VO 111,VO 112,VO 113,VO 114,VO 115,VO 116,VO 117,VO 118,VO 119,VO 120,VO 121,VO 122,VO 123,VO 124,VO 125,VO 126,VO 127,VO 128,VO 129,VO 130,VO 131,VO 132,VO 133,VO 134,VO 135,VO 136,VO 137,VO 138,VO 139,VO 140,VO 141,VO 142,VO 143
0.31,0.43,0.20,0.19,0.33,0.28,0.35,0.34,0.641447848,0.503112639,0.604045119,0.591320728,0.343874424,0.56026322,0.578422851,0.620690338,0.545085571,0.645376793,0.694772689,0.407104653,0.566588075,0.480069135,0.601521693,0.543805596,0.311660892,0.325064508,0.259775403,0.277974859,0.346469649,0.274553891,0.325466171,0.231850795,0.268679021,0.351113813,0.559816419,0.628264526,0.571168303,0.395389397,0.538547135,0.480524696,0.517550361,0.66484471,0.534933609,0.643713361,0.574807959,0.710895621,0.623081789,0.681426379,0.63426674,0.676479334,0.678379753,0.55566482,0.755481463,0.503968776,0.462468747,0.407978357,0.579126946,0.362179462,0.474501851,0.77268814,0.326168511,0.353784366,0.473031474,0.445897956,0.436043969,0.120139037,0.153658003,0.235979363,0.291639511,0.151368912,0.157060759,0.370048969,0.464645294,0.370141219,0.015956615,0.008415148,0.017851777,0.015701227,0.032264634,0.005467817,0.011112172,0.014044802,0.00573978,0.016828759,0.0161449,,0.020557665,0.011473393,,0.021945471,,,,0.011059403,0.010947703,,0.023891018,0.02536295,0.02526259,0.013673781,0.015009246,0.012492626,,0.019490375,0.044011377,0.016267425,0.013208371,0.011823363,0.008514102,0.016800268,0.005425006,0.025459909,0.022590297,,0.017674771,0.005931896,0.02045795,0.022264543,0.016977334,0.016585605,0.011373923,,,0.031340527,0.0001,0.033112553,0.032513404,0.026528984,0.017018428,0.039112148,0.007431275,0.032554637,0.007494243,0.081432192,0.0001,0.0001,0.02157015,,0.028785587,0.022761734,0.0001,0.024225783,0.014618594
0.34,0.39,0.19,0.19,0.47,0.30,0.33,0.30,0.676995074,0.504525857,0.761567786,0.67932624,0.400616515,0.497446338,0.621966369,0.490907717,0.474719576,0.37500191,0.678234732,0.444811418,0.682250799,0.527202819,0.562354033,0.571932742,0.614789107,0.296120836,0.215526869,0.237717018,0.35512988,0.350293645,0.306271432,0.191463466,0.264031102,0.352238243,0.607864816,0.651205588,0.543335903,0.394011556,0.656934344,0.604055847,0.62565734,0.567278219,0.528985926,0.624745932,0.596541933,0.697848943,0.643500284,0.768523096,0.614025056,0.656834711,0.682423655,0.555990156,0.760688029,0.475278204,0.49516772,0.498203705,0.70424427,0.436937608,0.45799624,0.774111413,0.495349207,0.30656946,0.385696242,0.415043429,0.345564465,0.18537146,0.200828678,0.162510617,0.293946175,0.191729201,0.165595681,0.386630279,0.446736207,0.272863122,0.004901195,0.006609748,0.013736527,0.009898155,0.011904577,0.004058012,0.003613883,0.014359609,0.008074663,0.010745016,0.004950092,,0.012672315,0.008769844,,0.0239481,,,,0.017021205,0.027356741,,0.020177735,0.020779889,0.0303809,0.010729917,0.012968613,0.015200726,,0.018551735,0.025474835,0.011460676,0.009712607,0.015697626,0.009518623,0.007429133,0.008955425,0.020314785,0.013057915,,0.01601064,0.00973311,0.007286393,0.021407591,0.025630882,0.013203173,0.024392435,,,0.031882904,0.0001,0.030567394,0.035143508,0.007147372,0.01122113,0.009472603,0.008513929,0.010691925,0.000310412,0.037205034,,,0.000571721,,0.026994342,0.023851682,0.0001,0.010689106,0.0115967
0.32,0.38,0.19,0.22,0.43,0.25,0.31,0.36,0.620562594,0.658894384,0.784343134,0.532827702,0.373234552,0.383433393,0.496988691,0.452962799,0.535967239,0.456780158,0.659163563,0.445900119,0.626808482,0.498106674,0.632464352,0.574303126,0.555698138,0.299848114,0.246213966,0.226822719,0.407232244,0.377090522,0.267367072,0.262603661,0.275755582,0.364461218,0.583752589,0.660039083,0.251478443,0.344684828,0.514519109,0.517060462,0.587070122,0.556339688,0.493659599,0.53560418,0.620090759,0.649208174,0.624154416,0.780085346,0.754842474,0.668549997,0.698380881,0.557350652,0.867208401,0.467559126,0.333038034,0.528644321,0.521861989,0.382657167,0.435383626,0.711690722,0.466455311,0.330111558,0.411228018,0.424541598,0.297107826,0.15193497,0.197032621,0.279768533,0.23442975,0.141434922,0.208862885,0.473691825,0.421748533,0.285588544,0.00036911,0.011077734,0.010804648,0.008373427,0.016562205,0.006626725,0.015749509,0.009641295,0.009533964,0.012853845,0.009808742,,,,,0.0099297,,,,0.003353265,0.024928554,,0.026935241,0.021114419,0.03439526,0.029023929,0.009757125,0.006694106,,0.018470115,0.011130431,0.012858818,0.021545914,0.018664023,0.01404326,0.026382335,0.008051553,0.019424482,0.016554184,,0.015056679,0.005131126,0.013275352,0.016716483,0.017814423,0.024501089,0.016504626,,,0.034014902,0.0001,0.037667623,0.026822031,0.016237197,0.009751247,0.035029758,0.0047244,0.034532665,,0.0001,,,0.0001,,0.022302379,0.020974221,,0.016737408,0.012122247
0.33,0.38,0.18,0.22,0.44,0.26,0.32,0.25,0.615789397,0.564413554,0.554090914,0.607257896,0.447800948,0.569769334,0.493445404,0.557021086,0.490934723,0.524949634,0.549411666,0.451971725,0.553880828,0.516931155,0.613952896,0.559213092,0.594367075,0.287416911,0.241171894,0.220269117,0.448982612,0.34601223,0.321923795,0.263807968,0.44632583,0.325855774,0.534479444,0.587327323,0.346580129,0.415306862,0.499477672,0.498696895,0.563110988,0.538672697,0.467725559,0.465673313,0.568301047,0.644046357,0.657513884,0.778474836,0.781634652,0.635957283,0.666873079,0.542599617,0.72755336,0.245986005,0.298872219,0.607309206,0.687825798,0.442725101,0.456856169,0.747606582,0.458060905,0.364495222,0.280352248,0.423227249,0.411085858,0.156959639,0.167068663,0.239926155,0.308272955,0.212150385,0.190892604,0.31516352,0.408208525,0.340480635,0.010257658,0.009291298,0.012211798,0.007235569,0.007095234,0.003504445,0.007372036,0.003447559,0.006889205,0.023109731,0.004392542,,,,,0.014321829,,,,,0.013651251,,0.009472774,0.022318727,0.043026134,0.017248473,0.017016426,0.034029986,,0.020061721,0.007740267,0.013022104,0.018375247,0.009532587,0.015446887,0.021629283,0.010433522,0.022716533,0.021973934,,0.015125742,0.007788901,0.02839825,0.017089754,0.01442258,0.013852847,0.014296869,,,0.017464439,,0.032072256,0.035186624,0.009218607,0.027605692,0.011558496,0.000848154,0.023616089,,0.0001,,,0.0001,,0.024775245,0.001956658,,0.007130071,0.007775538
0.27,0.35,0.20,0.19,0.43,0.30,0.32,0.34,0.586163352,0.56162808,0.680317959,0.667942548,0.354514868,0.541271133,0.458913716,0.56830476,0.536117778,0.527629515,0.722452657,0.50665805,0.590169596,0.461596707,0.562749666,0.566345408,0.510503817,0.401983878,0.22847978,0.272570265,0.413495807,0.285420427,0.227021047,0.244990656,0.217258802,0.416330778,0.508354037,0.585742805,0.366979839,0.482629732,0.474661215,0.458180699,0.469808151,0.545722653,0.485354276,0.578636857,0.551126339,0.653606939,0.658401309,0.747525684,0.701185252,0.681293835,0.656036624,0.528366162,0.795732498,0.474900601,0.336559909,0.332334297,0.702566841,0.326997023,0.469578488,0.602323803,0.350719972,0.319705689,0.368921952,0.407331613,0.389126788,0.14488719,0.194590076,0.196713651,0.274556716,0.185588621,0.164710635,0.298678928,0.382862594,0.27900842,0.013571098,0.002335198,0.007724848,0.011013255,0.024804084,0.019215407,0.020437291,0.008586881,0.014805467,0.015163695,,,,,,0.01192095,,,,,0.012762585,,0.007432141,0.007800125,0.041487296,0.004702005,0.016815708,0.006630386,,0.019367944,0.017810513,0.018869805,0.012085079,0.028460524,0.017941145,0.021379693,0.005871626,0.020221614,0.011017539,,0.018819524,0.0052242,0.013140418,0.01743276,0.0001,0.016987784,0.019779985,,,0.001188717,,0.041632827,0.005436267,0.005054673,0.032950719,0.0179751,0.000501674,0.011277471,,0.0001,,,0.0001,,0.024237665,0.0001,,0.010226226,0.013425165
0.30,0.35,0.18,0.21,0.40,0.37,0.30,0.27,0.666804198,0.506164371,0.619078487,0.685964954,0.48130481,0.725029145,0.529922829,0.50877014,0.489106755,0.461595569,0.599087323,0.552236966,0.553551305,0.484418025,0.568934033,0.540969601,0.313977,0.375184953,0.221307866,0.266910336,0.396578147,0.370222872,0.288971452,0.28129194,0.28218311,0.373415016,0.469353466,0.535443933,0.486094241,0.419692991,0.439794169,0.501682219,0.503618852,0.464437656,0.500066562,0.529908787,0.558179183,0.642976589,0.621785377,0.731724448,0.672921216,0.638641732,0.617337151,0.530954063,0.759184878,0.355360185,0.355556248,0.567203404,0.58991768,0.349631422,0.46654314,0.714058002,0.345005095,0.286738037,0.323297335,0.398378063,0.346116346,0.164882874,0.244102171,0.29061285,0.293661586,0.236040958,0.170767428,0.274747062,0.359464121,0.283418258,0.011117878,0.003457884,,0.009553005,0.002813098,,0.014592877,0.000997373,0.008618748,0.013635173,,,,,,0.006322693,,,,,0.005202662,,0.018170555,0.012884981,0.034428713,,0.016247007,0.006088766,,0.0178218,0.035034733,0.009953983,0.008444061,0.017787828,0.01463567,0.019958118,0.006379842,0.018585941,0.005476803,,0.020473056,0.007768218,0.006518312,0.0001,,0.019772103,0.013775287,,,0.009672753,,0.018234843,0.003161049,0.001770745,0.020328233,0.005976249,0.000501674,0.0001,,,,,,,0.022356137,0.0001,,0.011656011,0.015571148
0.28,0.29,0.18,0.22,0.42,0.38,0.27,0.24,0.634378683,0.530824011,0.765827923,0.541913378,0.871294764,0.598106415,0.487587716,0.495266393,0.502053066,0.417356594,0.571592712,0.554539989,0.576041279,0.451759932,0.590818781,0.486831723,0.513826929,0.316839507,0.233956514,0.304444602,0.395208622,0.33666701,0.33162414,0.250646603,0.382971765,0.356132104,0.475140401,0.556976535,0.455797036,0.46864464,0.396085973,0.491256551,0.530310705,0.429746667,0.405615524,0.430527132,0.596327987,0.63326639,0.612957426,0.741174803,0.664986301,0.592816435,0.63099003,0.482072312,0.629071576,0.355541725,0.299888842,0.317956334,0.651191039,0.417919484,0.428245476,0.625081649,0.510838194,0.30898031,0.348466032,0.40868227,0.370304727,0.210119613,0.204974781,0.267299067,0.262888591,0.19266965,0.189345697,0.317295181,0.29578168,0.315418442,0.001559878,,,0.007114198,0.001910398,,0.007681912,0.007528673,0.00673787,0.000659809,,,,,,,,,,,0.002061039,,0.016096469,0.009606586,0.026600711,,0.01527687,0.007012706,,0.013348407,0.023389895,0.008735832,0.008260074,0.021334837,0.009303982,0.006838391,0.00389374,0.015558728,0.0001,,0.012343191,0.00811983,0.008251684,0.0001,,0.01422409,0.0117367,,,0.000694182,,0.0001,0.025905806,0.0001,0.011332569,0.053693533,0.0001,0.0001,,,,,,,0.017227629,0.0001,,0.010113077,0.0001
0.26,0.35,0.17,0.24,0.38,0.23,0.28,0.18,0.524071512,0.493752626,0.590424969,0.514443572,0.496713671,0.549327162,0.514275017,0.538792046,0.499816494,0.418298739,0.566443909,0.423330495,0.525459432,0.452940345,0.657368404,0.540207692,0.48579195,0.304512418,0.235456096,0.258207663,0.314527496,0.365941457,0.275955276,0.217291572,0.327008309,0.382993498,0.452612692,0.551082435,0.280053346,0.464335058,0.40759095,0.487536379,0.511893556,0.425169171,0.354145487,0.405362643,0.502818783,0.57080841,0.589290183,0.722828656,0.712369912,0.575484231,0.604610529,0.482005766,0.598857521,0.2425077,0.365199649,0.506024445,0.699103059,0.358904482,0.415624819,0.59126439,0.407905051,0.301028861,0.270803248,0.422406689,0.420656644,0.165795112,0.184749888,0.191246558,0.305412092,0.186473749,0.222161663,0.293970703,0.128796168,0.302423658,,,,0.004891584,0.003192384,,0.010160924,0.002491759,0.005116424,0.013456909,,,,,,,,,,,,,0.023188505,0.011847938,0.005859851,,0.009757125,0.016602566,,0.011042619,0.023068912,0.009909454,0.008628049,0.020011714,0.014206388,0.010365199,0.004521134,0.021029098,0.0001,,0.015258071,0.010529408,0.005864405,0.0001,,0.017297153,0.016836308,,,0.000232615,,,,0.0001,0.009052282,0.030758644,,0.0001,,,,,,,0.021345488,,,0.016202524,0.0001
0.25,0.31,0.10,0.22,0.36,0.29,0.27,0.28,0.572568804,0.386204644,0.595340511,0.577490074,0.480721772,0.531120537,0.527260243,0.54333403,0.578569635,0.537741879,0.668246053,0.470730893,0.389345661,0.397440225,0.608643086,0.413688446,0.423538989,0.313549507,0.281725805,0.24252583,0.401411764,0.408364412,0.268870523,0.273162861,0.235494555,0.281773936,0.411001876,0.559173427,0.292507502,0.456902368,0.385622032,0.421805682,0.474217244,0.392950643,0.427921248,0.4634527,0.507282142,0.587401031,0.628606975,0.663027056,0.608909986,0.585623862,0.590219657,0.452119207,0.5348843,0.443457885,0.321143538,0.534715017,0.66510426,0.458976556,0.370922426,0.537252629,0.321600966,0.270784308,0.276053383,0.406373082,0.373891957,0.13504384,0.1930032,0.218484665,0.285236271,0.156094867,0.179717936,0.259945361,0,0.302465986,,,,,,,0.01329572,,0.00713062,0.010324009,,,,,,,,,,,,,0.011546861,0.005391509,,,,0.019597406,,0.013062734,0.0001,0.0105626,0.010109633,0.016309907,0.004830859,0.008422742,0.00504219,0.019434834,0.0001,,0.012904968,0.010529408,0.008210167,,,0.022133619,0.014452345,,,0.0001,,,,0.0001,0.015034601,0.041436429,,,,,,,,,0.017700699,,,0.019454366,
0.24,0.29,0.18,0.15,0.37,0.25,0.24,0.21,0.59969748,0.409348659,0.71331354,0.586490638,0.526011331,0.377391372,0.640440617,0.584232257,0.489730414,0.637525579,0.552171425,0.444727671,0.489088284,0.399511125,0.524977133,0.448693938,0.379150271,0.286896342,0.265665065,0.20780025,0.421974777,0.270967935,0.295603111,0.256990725,0.289113115,0.355340838,0.397606195,0.488382989,0.344574604,0.431749105,0.490016494,0.562498614,0.455011663,0.35941551,0.426283147,0.4453263,0.479985569,0.598599929,0.588410475,0.651495192,0.596705227,0.538675181,0.565700201,0.484364453,0.512928135,0.425224013,0.175926113,0.547727799,0.697592646,0.37480738,0.420294026,0.533251489,0.370907213,0.250459096,0.356976624,0.377827742,0.270871674,0.162006379,0.263012447,0.220192195,0.279836581,0.168952942,0.180749207,0.265264843,0,0.28056687,,,,,,,0.006579329,,0.008708828,0.010183673,,,,,,,,,,,,,0.003350876,,,,,0.023548046,,0.015419536,0.0001,0.01005233,0.005287222,0.010873272,0.014506886,0.007673973,0.007456061,0.015956441,,,0.015205073,0.010301895,0.007859077,,,0.015739997,0.015043153,,,0.0001,,,,,0.013143283,0.005505461,,,,,,,,,0.000369138,,,0.0001,
0.23,0.24,0.17,0.21,0.34,0.38,0.26,0.24,0.587895398,0.640870727,0.61754238,0.687965079,0.364593096,0.426231045,0.48994308,0.548649985,0.562827609,0.426464002,0.614657305,0.504815631,0.549164524,0.477356256,0.545633336,0.519001221,0.615111348,0.380869574,0.24673556,0.297124995,0.409024711,0.38641401,0.318010704,0.31785129,0.368316165,0.350322547,0.412012294,0.42153471,0.357909048,0.342556828,0.438638313,0.51732072,0.399392792,0.3363137,0.384802461,0.350762121,0.546530186,0.563305073,0.537688341,0.640950906,0.624073033,0.482221508,0.585648616,0.463846095,0.434999576,0.292118933,0.177058922,0.363043593,0.70006159,0.336836488,0.420185103,0.495237026,0.415979948,0.267560158,0.292689702,0.410650163,0.395277361,0.158842971,0.22125582,0.332484793,0.272931567,0.121013738,0.201536244,0.267791113,0,0.30339336,,,,,,,0.007307178,,0.011508526,0.006764033,,,,,,,,,,,,,0.019508675,,,,,0.026829626,,0.012583212,0.0001,0.009144048,0.0001,0.016109332,0.014704355,0.017776923,0.007083878,0.00928952,,,0.007149405,0.006510263,0.00655983,,,0.015368754,0.011767795,,,0.0001,,,,,0.01438703,0.009313678,,,,,,,,,0.0001,,,,
0.19,0.27,0.19,0.19,0.31,0.23,0.26,0.29,0.613553849,0.493691181,0.58929849,0.542594271,0.73238596,0.514041756,0.487915419,0.529219254,0.704441326,0.462726144,0.611650404,0.468762855,0.588027693,0.422228898,0.585050869,0.507001152,0.496325207,0.424639069,0.307240431,0.270123303,0.377445079,0.292592341,0.239584128,0.281743556,0.380229074,0.347219952,0.391750368,0.407251086,0.468580344,0.359940596,0.442970859,0.452240671,0.391278837,0.307516811,0.344783819,0.342469865,0.514512045,0.533284248,0.560074605,0.65098621,0.592581112,0.478596043,0.549607425,0.402719876,0.347738412,0.281567832,0.227694041,0.290492973,0.702755642,0.381451742,0.414041791,0.489144546,0.408093853,0.291915556,0.27017875,0.395567825,0.397034667,0.144210368,0.183847546,0.257593105,0.2666856,0.17898967,0.220853334,0.220217534,,0.279874226,,,,,,,0.004983105,,0.00604245,,,,,,,,,,,,,,0.003785765,,,,,0.020011586,,0.002676483,,0.010001303,0.0001,0.026433662,0.015597263,0.014367065,0.006509653,0.004092634,,,,0.003114526,0.00754588,,,0.019492334,0.000117471,,,,,,,,0.012917148,0.013843045,,,,,,,,,0.0001,,,,
0.20,0.21,0.13,0.18,0.28,0.24,0.28,0.19,0.596394509,0.606195669,0.561361821,0.754139437,0.498296203,0.536034714,0.538381659,0.55111447,0.476310983,0.407034864,0.576617944,0.574325049,0.559997607,0.405868788,0.591672515,0.539170649,0.359533842,0.314007609,0.27631427,0.182117791,0.352088729,0.264817475,0.355617565,0.230883048,0.261853699,0.360879699,0.373532241,0.418794336,0.207877412,0.366898696,0.372287587,0.497724752,0.395251613,0.288778166,0.340014956,0.368121266,0.432216568,0.506270741,0.532024254,0.596259237,0.545314083,0.47587512,0.527053442,0.407718222,0.009501919,0.357945313,0.208668656,0.351947872,0.679467699,0.480151374,0.424113627,0.435314325,0.346384798,0.274081073,0.26431138,0.38750019,0.375983297,0.119167944,0.192085301,0.231268676,0.281536622,0.174619347,0.16752739,0.254552373,,0.279408614,,,,,,,,,0.001038306,,,,,,,,,,,,,,0.018839615,,,,,0.012365186,,0.010818161,,0.008378642,0.0001,0.024522922,0.008411074,0.014326076,0.008338665,0.0001,,,,0.00111861,0.007203357,,,0.007933591,0.000262581,,,,,,,,0.027461788,0.007923082,,,,,,,,,0.0001,,,,
0.18,0.22,0.16,0.18,0.29,0.27,0.29,0.24,0.635969749,0.514049721,0.757717277,0.496782891,0.340875943,0.487899944,0.518719487,0.467281252,0.479321752,0.473026937,0.568956525,0.465601433,0.528178001,0.409492863,0.513941056,0.532313466,0.387427841,0.350655711,0.303763139,0.260761015,0.334868968,0.249669525,0.351745665,0.238173413,0.279231053,0.384076283,0.343449367,0.37035555,0.168256813,0.297493755,0.378885917,0.485882969,0.420098689,0.279523664,0.369370636,0.273586596,0.443356521,0.493583146,0.507322968,0.559764459,0.49269882,0.408384568,0.500741716,0.420605968,0,0.347386951,0.170784902,0.422893678,0.629493386,0.346734045,0.396984299,0.386915778,0.522340565,0.283288778,0.363693602,0.363413471,0.357110405,0.164610673,0.254183503,0.296544272,0.273380917,0.211028168,0.186806,0.364191736,,0.292961362,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014085626,,0.010308031,,0.004572024,,0.019888586,0.0001,0.00480912,0.011082184,0.0001,,,,0.0001,0.008957489,,,0.007861405,0.0001,,,,,,,,0.012495713,0.013101302,,,,,,,,,,,,,
0.18,0.19,0.14,0.23,0.22,0.19,0.29,0.22,0.603604654,0.54944163,0.59345622,0.601683079,0.405905503,0.480790499,0.501392199,0.5774702,0.508139122,0.58225303,0.549020357,0.519952773,0.558576537,0.400008141,0.526393082,0.443889678,0.381264979,0.319942103,0.324822486,0.248909208,0.321153579,0.345599302,0.276346585,0.24731325,0.307893219,0.339786217,0.261590269,0.406699949,0.172229589,0.262029644,0.354077115,0.509964578,0.393766606,0.263364644,0.310131104,0.390541342,0.469332529,0.511208131,0.479017965,0.576500095,0.364042442,0.3720132,0.500041375,0.413966154,,0.275555229,0.111965963,0.432290185,0.579155993,0.344468426,0.419989039,0.342283096,0.355498103,0.255948864,0.309798026,0.333749846,0.258229233,0.158460419,0.21149342,0.326148956,0.287400641,0.222076472,0.155005913,0.339398307,,0.270665899,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015328166,,0.0001,,0.0001,,0.018970164,0.0001,0.004646344,0.007051977,0.0001,,,,0.0001,0.010171888,,,0.0001,0.0001,,,,,,,,0.00925786,0.013163403,,,,,,,,,,,,,
0.15,0.19,0.12,0.16,0.22,0.23,0.29,0.24,0.577301721,0.574265121,0.559088383,0.609662302,0.606324815,0.564996137,0.483552874,0.496834701,0.53166614,0.389552827,0.587100909,0.493279581,0.62565515,0.431340858,0.529224981,0.466577639,0.614084205,0.377496282,0.220721073,0.245696241,0.396497586,0.337992727,0.300999057,0.280818819,0.240854318,0.349427167,0.278752051,0.420440091,0.22902728,0.273519311,0.395542491,0.482759861,0.342801778,0.242888388,0.286164315,0.241037278,0.443054045,0.478352047,0.469665276,0.551339666,0.33464901,0.359634096,0.49720989,0.372759377,,0.218725968,0.147504221,0.397826644,0.455505512,0.339472447,0.393063036,0.298396906,0.415268311,0.252092956,0.312956821,0.349609175,0.324367862,0.118549976,0.183093002,0.255466181,0.30263361,0.184324151,0.164664459,0.296913634,,0.27230131,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016092806,,0.0001,,,,0.021683204,0.0001,0.0001,0.00711088,,,,,0.0001,0.004068755,,,0.0001,0.0001,,,,,,,,0.009843757,0.038983021,,,,,,,,,,,,,
0.14,0.16,0.12,0.17,0.15,0.21,0.28,0.23,0.65053102,0.583051654,0.516527974,0.592767627,0.498233735,0.590735148,0.517429157,0.47092706,0.460590462,0.45267659,0.561830581,0.503622247,0.569759738,0.467374518,0.534159981,0.421921297,0.5169285,0.327500774,0.260840323,0.251143391,0.417866202,0.290484233,0.267655405,0.259528374,0.327008309,0.322565773,0.125206919,0.337861454,0.154799893,0.3944938,0.368904221,0.43716096,0.346322928,0.19980022,0.285153898,0.257820981,0.41773463,0.462604766,0.468716117,0.505561662,0.391911554,0.369525708,0.459037555,0.358141434,,0.307353764,0.14718471,0.281590254,0.497165297,0.328383988,0.357401331,0.194646106,0.420845218,0.283237947,0.267056264,0.342238653,0.299533199,0.124854723,0.190132821,0.238151222,0.28650943,0.148626593,0.081547098,0.291916029,,0.25298422,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013034246,,0.0001,,,,0.017640036,,0.0001,0.008838454,,,,,,0.006248445,,,0.0001,,,,,,,,,0.006370314,0.00425787,,,,,,,,,,,,,
0.08,0.16,0.11,0.17,0.08,0.24,0.29,0.23,0.606907626,0.476486781,0.594726069,0.537508846,0.407113224,0.545379708,0.575371119,0.512477051,0.492354085,0.567576494,0.533656328,0.506385874,0.519280868,0.436621653,0.546674475,0.462619944,0.368697574,0.373123497,0.300698776,0.302763646,0.426586853,0.34685982,0.383276938,0.293722119,0.357324465,0.346616091,0.220767885,0.375782715,0.22771833,0.379153831,0.317426529,0.437719752,0.37338986,0.202609486,0.301596141,0.289780103,0.42303164,0.459522638,0.442054779,0.496491145,0.350606278,0.356883995,0.463698963,0.400908345,,0.287144739,0.14827395,0.350335797,0.429408784,0.345506835,0.392750788,0.12390072,0.386693925,0.259688587,0.243049423,0.318849048,0.350306288,0.181465019,0.248131592,0.30359158,0.262693873,0.203820692,0.153836114,0.321892645,,0.245503658,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012938666,,,,,,0.013217017,,0.0001,0.00552071,,,,,,0.006646158,,,,,,,,,,,,0.000788049,0.003204991,,,,,,,,,,,,,
0.03,0.11,0.09,0.16,0.04,0.16,0.23,0.16,0.625899713,0.45897516,0.512042541,0.768331815,0.297689486,0.549387582,0.503972859,0.516387639,0.524870402,0.444343834,0.537095728,0.501737955,0.453540944,0.382239819,0.578616629,0.410281019,0.386722938,0.381973181,0.261731379,0.299316621,0.357889069,0.309435471,0.172073015,0.232581982,0.337099737,0.323461153,0.251708083,0.362670256,0.305336738,0.380493399,0.311425264,0.455815404,0.348169236,0.181058513,0.258362534,0.286349588,0.392179136,0.439975063,0.405979019,0.484024881,0.303672967,0.346999678,0.441122387,0.355967597,,0.323677835,0.071351849,0.315581792,0.436077835,0.441505152,0.393121129,0.099398638,0.362374836,0.234933801,0.292595302,0.294733283,0.268656887,0.126576205,0.194558961,0.290919906,0.256650114,0.198588949,0.157422474,0.189060619,,0.237226554,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011122646,,,,,,0.021894335,,,0.004191486,,,,,,0.006341861,,,,,,,,,,,,0.0001,0.011588294,,,,,,,,,,,,,
0.00,0.11,0.07,0.13,0.00,0.17,0.25,0.17,0.570715917,0.593783923,0.633415487,0.70377458,0.573487282,0.501716033,0.521996516,0.349230394,0.679451935,0.456968587,0.503690291,0.475064763,0.576082469,0.490278672,0.465715484,0.509329207,0.555577297,0.34384666,0.261905244,0.238440468,0.314608056,0.24751795,0.341427462,0.236345445,0.32535432,0.362066598,0.268004887,0.344628187,0.12245889,0.376183817,0.293161208,0.464296785,0.324067725,0.167443908,0.234150796,0.180158545,0.408593967,0.420644434,0.375482461,0.468709837,0.32934158,0.323284613,0.421158911,0.309829021,,0.20718729,0.027600724,0.265571171,0.487738291,0.337591694,0.357256099,0,0.480775181,0.202481722,0.269764839,0.315842747,0.285801518,0.135808944,0.178386825,0.22465574,0.282862205,0.139277421,0.109822392,,,0.21101534,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011122646,,,,,,0.000390593,,,0.007668736,,,,,,0.0001,,,,,,,,,,,,0.0001,0.010128169,,,,,,,,,,,,,
,0.07,0.08,0.15,,0.13,0.23,0.16,0.502259815,0.518166489,0.550895811,0.373456017,0.381959299,0.600180842,0.570721834,0.547692706,0.517881114,0.377765537,0.534789064,0.49114405,0.545807504,0.476755695,0.523103082,0.463678151,0.421867363,0.300243747,0.261166319,0.241547045,0.330337452,0.260079666,0.314859636,0.28492637,0.303915271,0.403795461,0.263695305,0.324955671,0.146173074,0.362060941,0.310483739,0.421461221,0.297824436,0.152332048,0.255476722,0.192611684,0.386572273,0.397042215,0.369903258,0.432196827,0.252465441,0.32868269,0.406594837,0.329349188,,0.309285349,0.029103875,0.167488775,0.423275638,0.343248478,0.349464405,,0.387296638,0.227861005,0.233848979,0.293113947,0.279796177,0.128503677,0.18954941,0.218200077,0.260035218,0.151882602,0.0523021,,,0.199350819,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007235726,,,,,,,,,0.006116203,,,,,,0.0001,,,,,,,,,,,,0.0001,0.022434937,,,,,,,,,,,,,
