VO 1 ,VO 2,VO 3,VO 4,VO 5,VO 6,VO 7,VO 8,VO 9,VO 10,VO 11,VO 12,VO 13,VO 14,VO 15,VO 16,VO 17,VO 18,VO 19,VO 20,VO 21,VO 22,VO 23,VO 24,VO 25,VO 26,VO 27,VO 28,VO 29,VO 30,VO 31,VO 32,VO 33,VO 34,VO 35,VO 36,VO 37,VO 38,VO 39,VO 40,VO 41,VO 42,VO 43,VO 44,VO 45,VO 46,VO 47,VO 48,VO 49,VO 50,VO 51,VO 52,VO 53,VO 54,VO 55,VO 56,VO 57,VO 58,VO 59,VO 60,VO 61,VO 62,VO 63,VO 64,VO 65,VO 66,VO 67,VO 68,VO 69,VO 70,VO 71,VO 72,VO 73,VO 74,VO 75,VO 76,VO 77,VO 78,VO 79,VO 80,VO 81,VO 82,VO 83,VO 84,VO 85,VO 86,VO 87,VO 88,VO 89,VO 90,VO 91,VO 92,VO 93,VO 94,VO 95,VO 96,VO 97,VO 98,VO 99,VO 100,VO 101,VO 102,VO 103,VO 104,VO 105,VO 106,VO 107,VO 108,VO 109,VO 110,VO 111,VO 112,VO 113,VO 114,VO 115,VO 116,VO 117,VO 118,VO 119,VO 120,VO 121,VO 122,VO 123,VO 124,VO 125,VO 126,VO 127,VO 128,VO 129,VO 130,VO 131,VO 132,VO 133,VO 134,VO 135,VO 136,VO 137,VO 138,VO 139,VO 140,VO 141,VO 142,VO 143
,,,,,,,,0.310844548,0.336402003,,0.302455825,0.324863221,0.415033165,0.422641106,0.437279714,0.306804632,0.426464002,0.076706189,0.204878309,0.284874377,0.248314716,0.254743184,0.279592437,0.261955196,0.312383431,0.245974902,0.356107413,0.345120264,0.250451915,0.23931639,0.291528558,0.316225975,0.322003558,,0.185802859,0.002908171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072084657,0.036586985,0.114864525,,0.059117951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.300903409,0.318071124,,0.296706529,0.344353348,0.388468411,0.408488439,0.4202931,0.340331706,0.373222301,0.02979441,0.203643051,0.277093505,0.289173573,0.221451714,0.314068825,0.307189796,0.300056342,0.251256039,0.291954458,0.318092288,0.288897719,0.250067092,0.26150688,0.327887645,0.359588687,,0.212880508,0.099173368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077521305,0.055855085,0.086774899,,0.02599675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.286301857,0.308825807,,0.315503451,0.282072396,0.390301158,0.409328177,0.43670942,0.376740517,0.406490513,0.02979441,0.218822066,0.276619815,0.225514107,0.196955789,0.299804193,0.256537516,0.322482482,0.274597358,0.264378263,0.334184205,0.244931715,0.313706304,0.32430294,0.311892105,0.33599647,,0.194928763,0.13378781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066052111,0.042600001,0.094452046,,0.036705227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.276413082,0.311402371,,0.259214819,0.330860183,0.403210943,0.430075864,0.432493318,0.390783609,0.444239151,0.02979441,0.216037502,0.270503036,0.24595389,0.038015466,0.276142681,0.290332556,0.315069571,0.250169385,0.285741303,0.338151799,0.265860663,0.252167804,0.245033667,0.317461233,0.354341344,,0.171242136,0.030572167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074321113,0.056920782,0.09216111,,0.049089126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.258440082,0.311754651,,0.281760912,0.37560835,0.446914898,0.410106471,0.415506704,0.406590152,0.37207079,0.02979441,0.186475063,0.259093288,0.22048182,0.03012363,0.303783052,0.263469729,0.315694254,0.241476157,0.287379703,0.318897891,0.240280838,0.293873113,0.24363581,0.299225479,0.356423623,,0.139868684,0.110685999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072886544,0.065469689,0.093292723,,0.011344708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.245071103,0.311062379,,0.261185155,0.3450405,0.370725008,0.456988461,0.422289129,0.409665438,0.312736546,0.02979441,0.209191243,0.248470276,0.245767509,0.03012363,0.294894112,0.259566583,0.32344033,0.244431854,0.309636417,0.310479341,0.2627963,0.278447297,0.228797015,0.335194509,0.324377356,,0.152482058,0.196372435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060924447,0.054283767,0.061794777,,0.037463909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.178568587,0.295766848,,0.260117003,0.360386893,0.403533184,0.415738864,0.369455463,0.391192213,0.361623441,0.02979441,0.210782422,0.25155132,0.256474062,0.03012363,0.281734248,0.263469729,0.340056914,0.247670082,0.283124118,0.337366336,0.278444111,0.316157134,0.288711337,0.320664528,0.324689698,,0.157612221,0.108879496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064293844,0.062583752,0.073389508,,0.037432297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.313405455,,0.243596819,0.331484867,0.403613745,0.412769057,0.396075972,0.396611599,0.380256989,0.02979441,0.179545058,0.226754682,0.255231522,0.03012363,0.282610443,0.271110872,0.325064508,0.276053473,0.297976112,0.277711445,0.228914441,0.347276503,0.28129194,0.346353701,0.321233115,,0.067813694,0.056368423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068082578,0.075468565,0.074693372,,0.046086011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.29900701,,0.249124825,0.386977591,0.368006099,0.394970696,0.404589647,0.415859022,0.338446656,0.02979441,0.21934548,0.231701653,0.251731701,0.03012363,0.291143826,0.269995112,0.330832419,0.266556121,0.263250532,0.252254395,0.221112269,0.269385403,0.285528524,0.275671836,0.293788684,,0.050488102,0.015798644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056032199,0.055861308,0.063534511,,0.017501095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.294296282,,0.25792112,0.287986067,0.408709183,0.409840213,0.410394425,0.398073973,0.309596061,0.02979441,0.193091019,0.211131153,0.28467972,0.03012363,0.279677093,0.267147306,0.322586596,0.289245448,0.299465567,0.257913755,0.264295882,0.287838715,0.262023012,0.311871168,0.30826052,,0.041383631,0.036006987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067082058,0.064750927,0.057852478,,0.044189306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.285669504,,0.258282845,0.283688244,0.387844069,0.405416224,0.37962299,0.355213512,0.306602131,0.02979441,0.181219983,0.187075942,0.238188015,0.03012363,0.265903469,0.266087938,0.354653686,0.268099169,0.297891,0.247682598,0.254407334,0.293687756,0.243420755,0.312248026,0.340660774,,0.030758942,0.048277432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062925486,0.066256904,0.055400524,,0.018971041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.276866586,,0.249329093,0.316963056,0.338823135,0.400705496,0.381509034,0.336589749,0.357310507,0.02979441,0.192190747,0.153250363,0.275505633,0.03012363,0.292980873,0.260899856,0.312258495,0.262948431,0.307657569,0.268628273,0.20881135,0.311770354,0.206904416,0.294054146,0.345845648,,,0.029730153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056216118,0.054998639,0.059956186,,0.029157924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.269833263,,0.155314693,0.309895802,0.385024459,0.382661357,0.405970573,0.357192018,0.365329214,0.02979441,0.190725187,0.051295814,0.283478598,0.03012363,0.288235873,0.245202684,0.321212292,0.303089414,0.282400668,0.276885702,0.224546094,0.2922049,0.214710912,0.297948348,0.321233115,,,0.025611938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068016367,0.077799873,0.050042773,,0.038349037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.26872317,,0.09731106,0.294103802,0.354955332,0.394642993,0.383061048,0.375235133,0.372259219,0.02979441,0.184632645,0.026404438,0.259663248,0.03012363,0.273861187,0.256807393,0.345949762,0.254907195,0.270102025,0.261478547,0.251321238,0.331376998,0.256087494,0.291772059,0.349760332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075321633,0.102156868,0.042284743,,0.014513785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.26330788,,0.09731106,0.275992143,0.354492111,0.38126862,0.378494623,0.368740472,0.35814797,0.02979441,0.169889111,0.026272628,0.278736237,0.03012363,0.281323663,0.240900765,0.343055395,0.253298948,0.280145208,0.266976787,0.261557515,0.315889397,0.236689533,0.327929518,0.342014255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070686872,0.086900297,0.033591316,,0.023799734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.254476288,,0.09731106,0.30987498,0.332015791,0.392287629,0.343543748,0.373450176,0.326659366,0.02979441,0.177505836,0.02708408,0.271322415,0.03012363,0.263609276,0.223592388,0.307927355,0.252277493,0.303018981,0.266110764,0.234304243,0.341386272,0.232087356,0.365740966,0.329437293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046306557,0.053742362,0.033663212,,0.03267473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.255275064,,0.09731106,0.279190523,0.342287227,0.406174037,0.352786584,0.341600531,0.309114519,0.02979441,0.17294585,0.027743127,0.280517211,0.03012363,0.271274928,0.208205373,0.315090393,0.270142078,0.258994947,0.279302511,0.273945365,0.334631042,0.248539063,0.311619929,0.32575166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046784747,0.054955078,0.023290713,,0.006539724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.247152129,,0.09731106,0.243941711,0.339850279,0.393577959,0.324218928,0.333299408,0.284199999,0.02979441,0.165821135,0.030988932,0.256287681,0.03012363,0.257200773,0.183972839,0.317485014,0.276835864,0.310806703,0.276925982,0.252864286,0.284873004,0.212990472,0.292504839,0.31446571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058171546,0.077358037,0.017020781,,0.027213802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.226498657,,0.09731106,0.249084939,0.349577933,0.36091008,0.341820645,0.32501979,0.309072646,0.02979441,0.177524679,0.029979767,0.237111147,0.03012363,0.261221961,0.18370699,0.329895394,0.270967935,0.295869597,0.25108627,0.243475599,0.304191315,0.229420674,0.300649166,0.321587103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05014311,0.074437095,0.009329479,,0.03122059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.205218453,,0.09731106,0.253320294,0.36276968,0.364047835,0.330044074,0.358933964,0.322681418,0.02979441,0.154829435,0.030152767,0.277187204,0.03012363,0.247833524,0.193273524,0.324981217,0.262839766,0.318105032,0.325483694,0.267577575,0.31858737,0.254044472,0.308521317,0.338016281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036088013,0.056755093,0.000914574,,0.02589085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0.140905506,,0.09731106,0.244158268,0.326477271,0.344242293,0.324210781,0.351312414,0.325277553,0.02979441,0.187452801,0.030815933,0.256797122,0.03012363,0.233005925,0.183916447,0.333872546,0.261188052,0.332531468,0.353679794,0.296612959,0.325836885,0.244969151,0.363919485,0.28874957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033013621,0.050003868,0,,0.028912143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0,,0.09731106,0.248951673,0.327504415,0.362745216,0.327893251,0.307922917,0.292909613,0.02979441,0.160038454,0.026894604,0.243245153,0.03012363,0.216375142,0.180996137,0.326542926,0.265100005,0.31946682,0.322080022,0.25699357,0.294449779,0.254410065,0.3041037,0.316360583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03506248,0.055831749,,,0.021764728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.09210726,0,,0.09731106,0.251312977,0.29795893,0.356174774,0.315717474,0.303041169,0.280263924,0.02979441,0.178081591,0.030090981,0.23424088,0.03012363,0.212569829,0.182192457,0.304679001,0.29485258,0.329510002,0.353136012,0.273206441,0.318319632,0.290797371,0.295812818,0.301139127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048655572,0.076891308,,,0.050483204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,0,,0,0.260508319,0.30921723,0.345258172,0.304356403,0.262017277,0.270381862,0.02979441,0.162257731,0.029567863,0.251889089,0.03012363,0.193737975,0.172356046,0.297557608,0.272119787,0.303167926,0.321193859,0.257515163,0.327154979,0.273657488,0.287815047,0.321524634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038810751,0.07533088,,,0.021390129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.242684015,0.299288175,0.326706094,0.296201199,0.293462619,0.288659489,0.02979441,0.164908301,0.028842911,0.213059714,0.03012363,0.17644687,0.154250122,0.317922292,0.254276936,0.304231823,0.287318259,0.234956235,0.32293296,0.221528156,0.263528625,0.305366152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031209007,0.062134682,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.236437179,0.316346815,0.312123317,0.283764716,0.30671861,0.30831893,0.02979441,0.181073427,0.032760121,0.218651144,0.03012363,0.157098611,0.075534667,0.301805456,0.285355228,0.310061975,0.305464463,0.298003875,0.282751697,0.278775797,0.273557242,0.295100519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031836539,0.057521383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.232451698,0.318965025,0.305597934,0.269678454,0.301458364,0.26142101,0.02979441,0.159588318,0.03280543,0.217367186,0.03012363,0.040255611,0.02913597,0.308010646,0.260210064,0.309891752,0.327920643,0.281095546,0.292555019,0.30021678,0.31949208,0.309030963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040602859,0.059412738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.228895166,0.294676098,0.313126907,0.22570064,0.318185342,0.267806664,0.02979441,0.17123952,0.02773077,0.200928382,0.03012363,0.03061746,0.02913597,0.297432671,0.292961803,0.322190394,0.421632395,0.228110318,0.343013294,0.252108977,0.340491461,0.309322482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026135783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.209581872,0.29907469,0.296131418,0.09314802,0.31477457,0.271453815,0.02979441,0.178475199,0.02669689,0.209009034,0.03012363,0.03061746,0.02913597,0.289061911,0.289984372,0.256590541,0.277107243,0.219851751,0.347029361,0.26303377,0.283250875,0.314778052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022686932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,0.286861751,0.28775861,0.09314802,0.284279771,0.270201808,0.02979441,0.166583226,0.031598551,0.20987467,0.03012363,0.03061746,0.02913597,0.284730772,0.254298669,0.274847003,0.311667605,0.24312787,0.289197999,0.296625361,0.293258556,0.286584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02460484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,0.310461886,0.282724275,0.09314802,0.262718357,0.289333647,0.02979441,0.143917294,0.031936312,0.193386164,0.03012363,0.03061746,0.02913597,0.260513872,0.263622156,0.281187826,0.354324277,0.310043997,0.277994202,0.273033828,0.298032094,0.268697227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034985969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,0.297552101,0.275592641,0.09314802,0.271888302,0.287775966,0.02979441,0.145598501,0.02678339,0.18946388,0.03012363,0.03061746,0.02913597,0.299494127,0.243388667,0.318807204,0.384695504,0.274597357,0.345937814,0.267786486,0.280801296,0.30063938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038051533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.266383326,0.277333563,0.09314802,0.289256143,0.266248983,0.02979441,0.13191017,0.029518434,0.179461433,0.03012363,0.03061746,0.02913597,0.271549949,0.19777095,0.290082,0.307579171,0.293418197,0.339409131,0.263915496,0.306511406,0.314070077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019664774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.271152495,0.278378115,,0.258223707,0.245115608,0.02979441,0.132582234,0.026214962,0.171393206,0.03012363,0.03061746,0.02913597,0.286542354,0.248213409,0.346340843,0.310479341,0.249843389,0.310781784,0.258840198,0.280215072,0.290894316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010626254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.2624399,0.270627943,,0.24193114,0.24738932,0.02979441,0.147411608,0.028109721,0.162446918,0.03012363,0.03061746,0.02913597,0.290373747,0.2627963,0.327424765,0.287862041,0.246952891,0.30421191,0.289743602,0.276425553,0.284439253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021783521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.264465991,0.272536812,,0.231057959,0.247012461,0.02979441,0.142675755,0.028867625,0.164671065,0.03012363,0.03061746,0.02913597,0.28112843,0.259123411,0.370597682,0.291225433,0.283507917,0.307301192,0.244646568,0.283878972,0.283398114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023124659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.26463114,0.251039505,,0.233462274,0.253883844,0.02979441,0.149664383,0.028756411,0.161585424,0.03012363,0.03061746,0.02913597,0.282731784,0.251929764,0.30199764,0.366952101,0.275575346,0.295026445,0.275635993,0.287877857,0.276651531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028684166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.259612234,0.23076289,,0.226804172,0.250684736,0.02979441,0.126542033,0.029687315,0.195013892,0,0.03061746,0.02913597,0.280566215,0.263339627,0.294954646,0.395349602,0.260579526,0.315868801,0.293141471,0.276865221,0.274590075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018993101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.271301532,0.213079225,,0.224584804,0.233265508,0.02979441,0.15429974,0.029526672,0.136970707,0,0.03061746,0.02913597,0.259889189,0.2876372,0.280060096,0.312150967,0.301828896,0.287076692,0.23268951,0.298723001,0.271425012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021672434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.244869702,0.152552507,,0.221019192,0.244236272,0.02979441,0.143938231,0.031363765,0.152548016,0,0.03061746,0.02913597,0.244730201,0.326017805,0.283230507,0.30171841,0.259558072,0.261765174,0.281205918,0.271986999,0.268384885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009289456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.234735218,0.101434958,,0.21706218,0.243352749,0.02979441,0.123883089,0.029485482,0.140690043,0,0.03061746,0.02913597,0.26199229,0.256841438,0.28710309,0.339440764,0.268751161,0.286170503,0.290818877,0.299476718,0.302555076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005260892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.229188642,0.092824565,,0.205832008,0.24709202,0.02979441,0.129833263,0.029489601,0.139447503,0,0,0,0.264428556,0.193967663,0.322722343,0.311425925,0.273575903,0.276696704,0.292388778,0.296629344,0.267260455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010348497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.240535558,0.096699651,,0.20720836,0.244227897,0.02979441,0.141130636,0.029963291,0.116882977,0,0,0,0.253350834,0.217200316,0.26995308,0.292192156,0.296504294,0.284419909,0.336668603,0.289678402,0.291414886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.232983032,0.093463586,,0.196214748,0.24455032,0.02979441,0.128905772,0.0300951,0.129391213,0,,,0.245042542,0.251495103,0.293507747,0.336298913,0.270033413,0.261270888,0.308991024,0.276969903,0.258389948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.233333469,0.09564281,,0.197259916,0.240589121,0.02979441,0.1299727,0.027240603,0.127490126,0,,,0.238983112,0.245083847,0.349319753,0.337829558,0.278813573,0.24073746,0.3116362,0.299330162,0.283377291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.222715623,0.091653027,,0.1866405,0.241669448,0.02979441,0.116608677,0.029543148,0.09638935,0,,,0.257494568,0.215266073,0.363703633,0.3327744,0.265360802,0.28205146,0.275851049,0.273682862,0.258473239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.225700382,0.093000705,,0.197178195,0.250299503,0.02979441,0.112464283,0.03005391,0.0875756,0,,,0.265261467,0.214592347,0.329722781,0.311204384,0.282138733,0.281124675,0.286130677,0.266899413,0.268551467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.212947689,0.095425707,,0.191793218,0.239906589,0.02979441,0.109260736,0.031137218,0.082530887,0,,,0.229654504,0.25056058,0.294933368,0.282625622,0.291788217,0.227659499,0.288496283,0.284611752,0.265844505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.220423683,0.092812276,,0.199242723,0.231159289,0.02979441,0.031607244,0.028068531,0.063731257,0,,,0.235047605,0.231500677,0.300061349,0.272998668,0.258427952,0.230975328,0.288904887,0.275378724,0.260784568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
